0.653901,0.014498,1.067752
0.653902,0.014500,1.067774
0.653901,0.014500,1.067765
0.653897,0.014508,1.067741
0.653901,0.014505,1.067765
0.653903,0.014487,1.067763
0.653900,0.014488,1.067735
0.653902,0.014474,1.067729
0.653917,0.014410,1.067780
0.653927,0.014364,1.067807
0.653933,0.014312,1.067784
0.653939,0.014256,1.067754
0.653957,0.014174,1.067768
0.653963,0.014129,1.067749
0.653979,0.014027,1.067745
0.653996,0.013962,1.067762
0.654013,0.013871,1.067787
0.654030,0.013782,1.067772
0.654042,0.013675,1.067711
0.654055,0.013602,1.067728
0.654083,0.013467,1.067731
0.654097,0.013389,1.067749
0.654117,0.013257,1.067750
0.654138,0.013179,1.067766
0.654157,0.013047,1.067749
0.654178,0.012962,1.067754
0.654198,0.012822,1.067733
0.654215,0.012729,1.067754
0.654242,0.012599,1.067749
0.654259,0.012484,1.067733
0.654284,0.012333,1.067750
0.654309,0.012217,1.067731
0.654337,0.012057,1.067762
0.654368,0.011927,1.067785
0.654392,0.011757,1.067760
0.654406,0.011647,1.067734
0.654444,0.011457,1.067732
0.654465,0.011324,1.067732
0.654498,0.011105,1.067729
0.654526,0.010979,1.067725
0.654564,0.010737,1.067739
0.654595,0.010612,1.067720
0.654630,0.010389,1.067740
0.654652,0.010243,1.067737
0.654695,0.010037,1.067723
0.654719,0.009870,1.067715
0.654751,0.009669,1.067743
0.654784,0.009518,1.067728
0.654822,0.009272,1.067737
0.654858,0.009111,1.067741
0.654895,0.008852,1.067730
0.654917,0.008703,1.067722
0.654968,0.008446,1.067737
0.654992,0.008274,1.067729
0.655026,0.008034,1.067723
0.655068,0.007833,1.067704
0.655106,0.007575,1.067705
0.655139,0.007423,1.067666
0.655184,0.007140,1.067710
0.655209,0.006949,1.067683
0.655268,0.006664,1.067729
0.655295,0.006467,1.067720
0.655332,0.006193,1.067709
0.655370,0.006020,1.067693
0.655409,0.005733,1.067688
0.655448,0.005539,1.067675
0.655486,0.005267,1.067676
0.655512,0.005071,1.067662
0.655570,0.004766,1.067688
0.655597,0.004562,1.067678
0.655639,0.004263,1.067692
0.655680,0.004075,1.067700
0.655716,0.003758,1.067619
0.655755,0.003558,1.067589
0.655792,0.003260,1.067562
0.655819,0.003049,1.067544
0.655873,0.002748,1.067529
0.655902,0.002545,1.067554
0.655949,0.002216,1.067597
0.655998,0.001998,1.067671
0.656037,0.001685,1.067654
0.656075,0.001488,1.067635
0.656109,0.001191,1.067580
0.656133,0.000983,1.067555
0.656175,0.000707,1.067516
0.656200,0.000488,1.067485
0.656236,0.000188,1.067468
0.656278,-0.000019,1.067535
0.656322,-0.000349,1.067558
0.656358,-0.000555,1.067554
0.656397,-0.000879,1.067540
0.656417,-0.001091,1.067471
0.656458,-0.001393,1.067423
0.656477,-0.001594,1.067362
0.656510,-0.001888,1.067330
0.656545,-0.002100,1.067349
0.656584,-0.002421,1.067364
0.656619,-0.002628,1.067391
