0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000
-0.000573,-0.000880,-0.000025,-0.000029,-0.000483,0.001148,-0.001261,-0.001440,-0.000670
-0.001289,-0.001915,-0.000004,-0.000043,-0.001293,0.001926,-0.000871,-0.002041,-0.002556
-0.002259,-0.002754,0.000023,-0.000046,-0.002249,0.002465,-0.000697,-0.002523,-0.002681
-0.003279,-0.003884,0.000008,-0.000052,-0.002670,0.003637,-0.002278,-0.002523,-0.004619
-0.004255,-0.001109,0.000031,-0.004119,-0.003535,0.004710,-0.001771,-0.003243,-0.005713
-0.004119,-0.007536,-0.000055,-0.000101,-0.007835,0.008882,-0.002359,-0.000964,-0.006885
-0.006529,-0.001790,0.000066,-0.006685,-0.005691,0.006435,-0.002423,-0.001441,-0.008079
-0.007195,-0.002098,0.000057,-0.007857,-0.005915,0.008202,-0.002408,0.000362,-0.009062
-0.007897,-0.002067,0.000095,-0.007709,-0.006331,0.009588,-0.001818,-0.000962,-0.009695
-0.008558,-0.001526,0.000138,-0.005552,-0.007050,0.009932,-0.000963,0.000364,-0.011061
-0.009012,-0.001786,0.000116,-0.006567,-0.007661,0.009714,-0.000734,-0.000599,-0.011045
-0.009254,-0.002135,0.000089,-0.007934,-0.007703,0.010111,-0.002407,0.000720,-0.011081
-0.009906,-0.002618,0.000117,-0.009794,-0.008389,0.010474,-0.001597,-0.000600,-0.012210
-0.010313,-0.002620,0.000095,-0.009816,-0.008686,0.010633,-0.003500,0.000237,-0.011683
-0.010944,-0.002730,0.000119,-0.010225,-0.009122,0.011761,-0.002033,0.000001,-0.012495
-0.011468,-0.002865,0.000101,-0.010705,-0.009338,0.012700,-0.003240,0.001321,-0.014900
-0.012030,-0.003045,0.000115,-0.011403,-0.009883,0.012956,-0.003068,-0.000481,-0.015298
-0.012665,-0.002990,0.000146,-0.011178,-0.010787,0.012340,-0.002976,0.000718,-0.015846
-0.013189,-0.003358,0.000132,-0.012611,-0.011045,0.013114,-0.003976,-0.001204,-0.016652
-0.013216,-0.003419,0.000151,-0.012848,-0.011031,0.013264,-0.002580,0.000959,-0.017605
-0.013747,-0.003546,0.000134,-0.013356,-0.011272,0.014051,-0.003716,0.000238,-0.017760
-0.013876,-0.003896,0.000170,-0.014764,-0.011385,0.014308,-0.001354,0.000604,-0.017001
-0.014535,-0.004431,0.000150,-0.016836,-0.011722,0.015158,-0.002818,-0.000718,-0.018775
-0.014920,-0.004530,0.000178,-0.017271,-0.012122,0.015218,-0.001638,0.000605,-0.017583
-0.015663,-0.004687,0.000162,-0.017877,-0.012593,0.015904,-0.003162,-0.000962,-0.018676
-0.016140,-0.004534,0.000193,-0.017293,-0.013081,0.015982,-0.001916,0.000242,-0.019227
-0.016877,-0.004532,0.000173,-0.017275,-0.013436,0.016967,-0.003386,0.000240,-0.020619
-0.017502,-0.004356,0.000178,-0.016630,-0.013888,0.017407,-0.003608,-0.000118,-0.019883
-0.018314,-0.004518,0.000200,-0.017246,-0.014584,0.017856,-0.003120,0.000602,-0.021939
-0.018876,-0.004407,0.000175,-0.016852,-0.014786,0.018542,-0.004799,-0.000602,-0.021637
-0.019904,-0.004733,0.000200,-0.018113,-0.015662,0.019131,-0.004388,-0.000482,-0.023625
-0.020544,-0.004495,0.000168,-0.017215,-0.015816,0.020166,-0.006227,-0.001204,-0.023860
-0.021455,-0.004852,0.000185,-0.018595,-0.016319,0.021519,-0.005277,-0.000361,-0.026269
-0.022166,-0.004794,0.000188,-0.018432,-0.016903,0.021521,-0.006133,-0.001680,-0.025375
-0.023238,-0.005464,0.000225,-0.021067,-0.017837,0.022018,-0.005099,-0.000482,-0.026553
-0.023786,-0.005665,0.000249,-0.021938,-0.018179,0.022458,-0.003873,-0.000359,-0.025256
-0.024563,-0.005981,0.000246,-0.023194,-0.018633,0.023033,-0.004592,0.000240,-0.026720
-0.024830,-0.005816,0.000267,-0.022594,-0.018732,0.023143,-0.003277,-0.000357,-0.027754
-0.025719,-0.006144,0.000261,-0.023865,-0.019273,0.023688,-0.004373,0.000961,-0.030972
-0.025644,-0.006406,0.000247,-0.024987,-0.018919,0.023661,-0.004570,-0.000116,-0.030416
-0.026549,-0.006836,0.000262,-0.026685,-0.019567,0.023989,-0.004606,0.000603,-0.032746
-0.026723,-0.006558,0.000240,-0.025706,-0.019352,0.024272,-0.005453,-0.000719,-0.031530
-0.027547,-0.006855,0.000266,-0.026899,-0.019849,0.024911,-0.004283,0.000368,-0.033553
-0.027956,-0.006497,0.000238,-0.025590,-0.019980,0.024622,-0.006499,-0.000366,-0.033229
-0.028606,-0.006604,0.000260,-0.026037,-0.020346,0.024937,-0.005490,0.000839,-0.035802
-0.029154,-0.006311,0.000238,-0.025011,-0.020340,0.025764,-0.006431,-0.000119,-0.034482
-0.030148,-0.006763,0.000241,-0.026814,-0.020962,0.026126,-0.007135,0.001436,-0.036754
-0.030489,-0.006745,0.000253,-0.026874,-0.020946,0.026464,-0.006042,0.000240,-0.035626
-0.031571,-0.007440,0.000257,-0.029625,-0.021498,0.027324,-0.006349,0.000841,-0.038365
-0.032077,-0.007405,0.000297,-0.029609,-0.021746,0.027473,-0.003967,0.000730,-0.037682
-0.033392,-0.008004,0.000299,-0.032012,-0.022514,0.028271,-0.004838,0.000966,-0.039513
-0.033832,-0.007904,0.000293,-0.031740,-0.022465,0.028691,-0.004827,0.001087,-0.039394
-0.034948,-0.008418,0.000300,-0.033826,-0.023067,0.029288,-0.005181,0.000848,-0.040821
-0.035472,-0.008340,0.000289,-0.033634,-0.023164,0.029276,-0.006022,0.000725,-0.041370
-0.036375,-0.008738,0.000311,-0.035263,-0.023664,0.029467,-0.005347,-0.000475,-0.043629
-0.036634,-0.008484,0.000291,-0.034423,-0.023490,0.029316,-0.006333,0.000365,-0.042813
-0.037669,-0.008990,0.000303,-0.036492,-0.024158,0.029116,-0.006889,-0.000366,-0.044614
-0.037742,-0.008729,0.000269,-0.035626,-0.023567,0.029713,-0.007487,0.000481,-0.044486
-0.038464,-0.009684,0.000279,-0.039460,-0.023903,0.029456,-0.007484,0.000716,-0.046531
-0.038430,-0.009909,0.000279,-0.040513,-0.023251,0.030165,-0.005607,-0.000351,-0.046020
-0.039354,-0.010421,0.000273,-0.042621,-0.023591,0.030410,-0.006467,-0.000474,-0.048000
-0.039921,-0.009956,0.000298,-0.040962,-0.023715,0.030437,-0.004916,-0.001545,-0.047659
-0.041313,-0.010084,0.000305,-0.041558,-0.024435,0.031001,-0.005492,0.000374,-0.049940
-0.041807,-0.009349,0.000288,-0.038878,-0.024394,0.030893,-0.006494,-0.001672,-0.048635
-0.043009,-0.009373,0.000297,-0.039071,-0.024940,0.031334,-0.006628,0.000005,-0.051352
-0.043716,-0.008993,0.000276,-0.037770,-0.024997,0.031530,-0.007847,-0.000844,-0.050587
-0.045028,-0.009372,0.000296,-0.039352,-0.025611,0.032070,-0.007401,-0.000117,-0.053529
-0.045590,-0.009130,0.000271,-0.038622,-0.025403,0.032677,-0.008091,-0.000841,-0.051915
-0.046696,-0.009884,0.000270,-0.041682,-0.025773,0.033031,-0.008556,-0.000119,-0.055070
-0.047318,-0.009773,0.000291,-0.041474,-0.025709,0.033601,-0.006558,-0.000348,-0.053436
-0.048619,-0.010395,0.000293,-0.044022,-0.026102,0.034519,-0.006605,0.000857,-0.056572
-0.049167,-0.010466,0.000315,-0.044527,-0.026449,0.032803,-0.006688,-0.000356,-0.055238
-0.050123,-0.010466,0.000324,-0.044669,-0.026790,0.032577,-0.006721,0.000723,-0.057844
-0.050192,-0.010132,0.000304,-0.043617,-0.026449,0.031530,-0.007685,-0.000368,-0.056117
-0.050933,-0.010581,0.000300,-0.045514,-0.026529,0.031325,-0.007998,-0.000253,-0.059507
-0.050996,-0.010464,0.000322,-0.045303,-0.026159,0.030748,-0.005747,-0.000117,-0.058502
-0.051685,-0.011230,0.000297,-0.048459,-0.025929,0.031389,-0.006260,0.000243,-0.061503
-0.051647,-0.011328,0.000279,-0.049115,-0.025115,0.031899,-0.005060,0.000383,-0.059904
-0.052358,-0.012172,0.000236,-0.052587,-0.024599,0.033620,-0.005503,0.001354,-0.062787
-0.052634,-0.011927,0.000219,-0.051892,-0.024292,0.032968,-0.005988,0.000266,-0.061364
-0.053771,-0.012314,0.000221,-0.053558,-0.024571,0.033055,-0.006166,0.001104,-0.065058
-0.054415,-0.011850,0.000204,-0.052015,-0.024689,0.031814,-0.008022,-0.000476,-0.063345
-0.055642,-0.012154,0.000226,-0.053379,-0.025072,0.031941,-0.007061,0.000730,-0.066398
-0.056369,-0.011514,0.000214,-0.051120,-0.025159,0.031188,-0.008118,-0.000364,-0.066207
-0.057732,-0.011819,0.000232,-0.052489,-0.025643,0.031231,-0.007678,0.000117,-0.069258
-0.058316,-0.011527,0.000234,-0.051653,-0.025527,0.030963,-0.007044,-0.000241,-0.066790
-0.059422,-0.012405,0.000195,-0.055270,-0.025246,0.032844,-0.007531,0.000614,-0.070320
