-1.181098,-0.617210,0.941934,0.018103,0.013375,-0.791977,0.610135
-1.181093,-0.617215,0.941908,0.018073,0.013376,-0.791982,0.610131
-1.181082,-0.617213,0.941925,0.018123,0.013410,-0.791980,0.610130
-1.181084,-0.617214,0.941930,0.018097,0.013357,-0.791988,0.610122
-1.181097,-0.617217,0.941912,0.018113,0.013387,-0.791992,0.610116
-1.181091,-0.617232,0.941932,0.018095,0.013412,-0.791981,0.610130
-1.181096,-0.617218,0.942005,0.018124,0.013399,-0.792006,0.610098
-1.181084,-0.617223,0.942079,0.018104,0.013409,-0.791988,0.610121
-1.181057,-0.617218,0.942275,0.018121,0.013409,-0.791980,0.610131
-1.180993,-0.617179,0.942462,0.018104,0.013379,-0.791957,0.610161
-1.180918,-0.617185,0.942727,0.018124,0.013387,-0.791988,0.610121
-1.180849,-0.617194,0.942950,0.018082,0.013408,-0.791991,0.610117
-1.180643,-0.617197,0.943323,0.018065,0.013383,-0.791974,0.610140
-1.180479,-0.617189,0.943580,0.018061,0.013424,-0.791947,0.610175
-1.180282,-0.617211,0.943972,0.018081,0.013374,-0.791955,0.610165
-1.180103,-0.617224,0.944238,0.018077,0.013350,-0.791950,0.610172
-1.179866,-0.617220,0.944607,0.018062,0.013312,-0.791991,0.610121
-1.179657,-0.617220,0.944937,0.018100,0.013377,-0.791999,0.610108
-1.179371,-0.617216,0.945413,0.018079,0.013394,-0.792003,0.610102
-1.179124,-0.617201,0.945699,0.018026,0.013408,-0.792023,0.610077
-1.178846,-0.617184,0.946258,0.018036,0.013447,-0.792030,0.610067
-1.178586,-0.617165,0.946663,0.017952,0.013475,-0.791993,0.610117
-1.178330,-0.617144,0.947325,0.018006,0.013472,-0.791942,0.610182
-1.178128,-0.617141,0.947713,0.017988,0.013421,-0.791926,0.610204
-1.177819,-0.617130,0.948292,0.017958,0.013549,-0.791934,0.610192
-1.177657,-0.617143,0.948751,0.017944,0.013496,-0.791958,0.610163
-1.177486,-0.617175,0.949379,0.017996,0.013509,-0.791977,0.610137
-1.177390,-0.617219,0.949803,0.018045,0.013429,-0.791989,0.610120
-1.177217,-0.617243,0.950548,0.018175,0.013403,-0.792020,0.610077
-1.177162,-0.617287,0.951105,0.018227,0.013251,-0.791991,0.610117
-1.176883,-0.617295,0.952007,0.018209,0.013308,-0.791959,0.610158
