-0.211366,-0.298680,0.988426,0.000013,-0.009051,-0.999959,0.000067
-0.211380,-0.298694,0.988382,0.000025,-0.009122,-0.999958,0.000044
-0.211383,-0.298695,0.988422,0.000043,-0.009081,-0.999959,0.000055
-0.211380,-0.298697,0.988399,0.000061,-0.009105,-0.999959,0.000055
-0.211389,-0.298693,0.988405,0.000001,-0.009075,-0.999959,0.000026
-0.211371,-0.298690,0.988439,0.000008,-0.009051,-0.999959,0.000079
-0.211376,-0.298680,0.988417,0.000041,0.009063,0.999959,0.000010
-0.211404,-0.298648,0.988410,0.000049,-0.009047,-0.999959,0.000007
-0.211336,-0.298552,0.988393,0.000048,0.008974,0.999960,0.000058
-0.211443,-0.298465,0.988372,0.000007,-0.009000,-0.999960,-0.000034
-0.211515,-0.298307,0.988397,0.000023,0.009048,0.999959,-0.000014
-0.211549,-0.298096,0.988402,0.000017,0.008988,0.999960,0.000016
-0.211821,-0.297864,0.988467,0.000056,-0.009156,-0.999958,0.000109
-0.211924,-0.297579,0.988471,0.000001,-0.009198,-0.999958,0.000056
-0.212229,-0.297359,0.988469,0.000032,-0.009298,-0.999957,0.000164
-0.212391,-0.297069,0.988435,0.000026,-0.009330,-0.999956,0.000074
-0.212620,-0.296813,0.988444,0.000092,-0.009415,-0.999956,0.000151
-0.212621,-0.296504,0.988386,0.000025,-0.009265,-0.999957,0.000014
-0.212718,-0.296207,0.988365,0.000055,-0.009128,-0.999958,0.000056
-0.212700,-0.295892,0.988376,0.000011,0.009002,0.999959,-0.000021
-0.212835,-0.295549,0.988408,0.000044,-0.008888,-0.999961,0.000075
-0.212905,-0.295232,0.988407,0.000038,-0.008833,-0.999961,0.000080
-0.213162,-0.294854,0.988440,0.000010,0.008877,0.999961,-0.000063
-0.213410,-0.294561,0.988402,0.000010,0.008987,0.999960,-0.000075
-0.213708,-0.294184,0.988469,0.000028,0.009039,0.999959,-0.000069
-0.213931,-0.293859,0.988456,0.000051,-0.009059,-0.999959,0.000128
-0.214173,-0.293442,0.988433,0.000041,0.009092,0.999959,-0.000010
-0.214347,-0.293028,0.988431,0.000019,-0.009088,-0.999959,0.000045
-0.214529,-0.292520,0.988378,0.000049,0.009019,0.999959,0.000115
-0.214730,-0.292104,0.988361,0.000012,0.008997,0.999960,0.000044
-0.215053,-0.291590,0.988374,0.000048,0.009031,0.999959,0.000079
-0.215268,-0.291122,0.988413,0.000035,0.009095,0.999959,-0.000005
-0.215512,-0.290577,0.988434,0.000004,0.009030,0.999959,-0.000076
-0.215723,-0.290090,0.988476,0.000015,0.008992,0.999960,-0.000149
-0.216100,-0.289509,0.988455,0.000022,-0.008991,-0.999960,0.000166
-0.216403,-0.288980,0.988476,0.000001,0.009070,0.999959,-0.000203
-0.216812,-0.288333,0.988441,0.000002,-0.009168,-0.999958,0.000059
-0.217046,-0.287742,0.988439,0.000003,0.009214,0.999958,-0.000095
-0.217404,-0.287077,0.988403,0.000001,-0.009205,-0.999958,0.000005
-0.217567,-0.286440,0.988374,0.000005,0.009093,0.999959,0.000000
-0.217905,-0.285768,0.988367,0.000031,-0.009053,-0.999959,0.000011
-0.218141,-0.285109,0.988414,0.000014,-0.009034,-0.999959,0.000072
-0.218481,-0.284393,0.988409,0.000004,-0.008965,-0.999960,0.000132
-0.218750,-0.283733,0.988466,0.000001,0.009000,0.999959,-0.000180
-0.219225,-0.283000,0.988405,0.000009,-0.009054,-0.999959,0.000090
-0.219535,-0.282334,0.988392,0.000002,0.009030,0.999959,-0.000108
-0.220029,-0.281574,0.988353,0.000000,-0.009027,-0.999959,-0.000023
-0.220339,-0.280880,0.988342,0.000048,-0.009042,-0.999959,-0.000030
-0.220745,-0.280144,0.988344,0.000019,-0.008972,-0.999960,-0.000005
-0.220913,-0.279401,0.988381,0.000097,-0.008859,-0.999961,-0.000001
-0.221329,-0.278613,0.988441,0.000066,-0.008789,-0.999961,0.000168
-0.221643,-0.277794,0.988430,0.000142,-0.008778,-0.999961,0.000087
-0.222166,-0.276948,0.988422,0.000035,-0.008791,-0.999961,0.000121
-0.222616,-0.276098,0.988391,0.000101,-0.008893,-0.999960,0.000125
-0.223262,-0.275199,0.988347,0.000057,-0.008971,-0.999960,0.000073
-0.223737,-0.274284,0.988326,0.000075,-0.009108,-0.999959,0.000061
-0.224325,-0.273287,0.988334,0.000012,0.009167,0.999958,0.000009
-0.224831,-0.272390,0.988337,0.000008,-0.009347,-0.999956,0.000033
-0.225419,-0.271362,0.988371,0.000065,0.009366,0.999956,-0.000012
-0.225819,-0.270435,0.988387,0.000014,0.009384,0.999956,-0.000076
-0.226419,-0.269397,0.988425,0.000025,0.009394,0.999956,-0.000107
-0.226871,-0.268427,0.988380,0.000057,0.009438,0.999955,-0.000043
-0.227447,-0.267387,0.988345,0.000011,-0.009407,-0.999956,0.000088
-0.227852,-0.266390,0.988307,0.000015,0.009417,0.999956,-0.000041
-0.228398,-0.265330,0.988304,0.000009,-0.009282,-0.999957,0.000041
-0.228765,-0.264349,0.988326,0.000041,-0.009264,-0.999957,0.000093
-0.229255,-0.263263,0.988323,0.000057,0.009072,0.999959,-0.000056
-0.229692,-0.262262,0.988362,0.000005,0.009055,0.999959,-0.000126
-0.230240,-0.261148,0.988289,0.000046,0.008950,0.999960,-0.000026
-0.230727,-0.260073,0.988292,0.000069,0.008993,0.999960,-0.000051
-0.231473,-0.258883,0.988233,0.000063,-0.009023,-0.999959,0.000033
-0.231973,-0.257798,0.988216,0.000043,-0.009084,-0.999959,0.000004
-0.232868,-0.256658,0.988228,0.000120,-0.009266,-0.999957,0.000085
-0.233514,-0.255561,0.988213,0.000029,-0.009431,-0.999956,0.000072
-0.234290,-0.254348,0.988250,0.000080,-0.009491,-0.999955,0.000021
-0.234671,-0.253128,0.988271,0.000022,-0.009414,-0.999956,0.000054
-0.235272,-0.251827,0.988304,0.000078,-0.009288,-0.999957,0.000081
-0.235633,-0.250543,0.988264,0.000099,-0.009138,-0.999958,0.000038
