0.553909,0.014481,0.967793
0.553910,0.014484,0.967806
0.553906,0.014497,0.967790
0.553909,0.014486,0.967802
0.553904,0.014498,0.967764
0.553909,0.014484,0.967798
0.553913,0.014505,0.967777
0.553919,0.014491,0.967811
0.553943,0.014503,0.967847
0.553944,0.014534,0.967909
0.553941,0.014581,0.967963
0.553985,0.014704,0.968263
0.553983,0.014789,0.968392
0.553981,0.014932,0.968622
0.554038,0.015003,0.968854
0.554032,0.015164,0.969077
0.554091,0.015248,0.969335
0.554085,0.015402,0.969537
0.554086,0.015499,0.969717
0.554139,0.015643,0.970039
0.554140,0.015747,0.970241
0.554201,0.015903,0.970612
0.554202,0.016018,0.970825
0.554197,0.016217,0.971127
0.554265,0.016333,0.971444
0.554263,0.016543,0.971798
0.554332,0.016681,0.972129
0.554333,0.016885,0.972503
0.554334,0.017031,0.972774
0.554409,0.017262,0.973272
0.554407,0.017435,0.973561
0.554446,0.017695,0.974068
0.554477,0.017876,0.974353
0.554476,0.018143,0.974825
0.554563,0.018325,0.975225
0.554554,0.018670,0.975741
0.554549,0.018880,0.976075
0.554635,0.019243,0.976704
0.554632,0.019456,0.977055
0.554719,0.019833,0.977679
0.554712,0.020085,0.978065
0.554698,0.020482,0.978637
0.554797,0.020752,0.979154
0.554783,0.021163,0.979756
0.554886,0.021453,0.980290
0.554866,0.021917,0.980925
0.554853,0.022209,0.981332
0.554944,0.022723,0.982128
0.554929,0.023054,0.982591
0.555035,0.023574,0.983442
0.555016,0.023930,0.983893
0.554990,0.024493,0.984671
0.555096,0.024852,0.985249
0.555065,0.025450,0.986040
0.555185,0.025832,0.986691
0.555153,0.026429,0.987488
0.555127,0.026836,0.987977
0.555231,0.027474,0.988919
0.555204,0.027898,0.989446
0.555301,0.028582,0.990421
0.555273,0.029034,0.990990
0.555222,0.029771,0.991874
0.555352,0.030242,0.992665
0.555295,0.031030,0.993586
0.555416,0.031521,0.994316
0.555349,0.032376,0.995272
0.555304,0.032935,0.995892
0.555388,0.033844,0.996980
0.555339,0.034430,0.997619
0.555259,0.035326,0.998536
0.555379,0.035928,0.999366
0.555297,0.036885,1.000416
0.555426,0.037492,1.001331
0.555340,0.038478,1.002413
0.555283,0.039131,1.003142
0.555372,0.040149,1.004400
0.555307,0.040832,1.005123
0.555382,0.041906,1.006364
0.555309,0.042631,1.007094
0.555185,0.043776,1.008171
0.555285,0.044542,1.009053
0.555168,0.045702,1.010281
0.555284,0.046497,1.011252
0.555150,0.047726,1.012475
0.555054,0.048558,1.013240
0.555105,0.049802,1.014634
0.555000,0.050662,1.015392
0.555055,0.051987,1.016855
0.554943,0.052876,1.017630
0.554771,0.054270,1.018917
0.554877,0.055179,1.019965
0.554699,0.056596,1.021298
0.554793,0.057555,1.022406
0.554594,0.059040,1.023718
0.554454,0.060056,1.024581
0.554468,0.061625,1.026141
0.554319,0.062678,1.027051
0.554079,0.064303,1.028356
0.554167,0.065367,1.029507
0.553918,0.067045,1.030929
0.553994,0.068123,1.032106
0.553723,0.069858,1.033517
0.553554,0.070968,1.034495
0.553530,0.072717,1.036109
0.553347,0.073856,1.037076
0.553306,0.075628,1.038744
0.553111,0.076805,1.039738
0.552793,0.078634,1.041155
0.552861,0.079826,1.042375
0.552524,0.081719,1.043872
0.552605,0.082953,1.045224
0.552265,0.084838,1.046803
0.552024,0.086126,1.047814
0.551932,0.088096,1.049561
0.551671,0.089429,1.050564
0.551582,0.091471,1.052378
0.551304,0.092839,1.053394
0.550877,0.094894,1.054882
0.550913,0.096261,1.056262
0.550476,0.098322,1.057835
