-1.080149,0.716252,3.134954,0.100000,0.000060,-1.396377,1.919842,-2.095031,-1.571074,-0.000215
-1.080149,0.716252,3.134954,0.100000,0.000072,-1.396377,1.919854,-2.095103,-1.571026,-0.000060
-1.080149,0.716252,3.134954,0.100000,0.000060,-1.396401,1.919866,-2.095198,-1.571062,-0.000084
-1.080149,0.716252,3.134954,0.100000,0.000096,-1.396401,1.919842,-2.095079,-1.571038,-0.000072
-1.080145,0.716252,3.134974,0.100000,0.000060,-1.396377,1.919878,-2.094983,-1.571014,-0.000108
-1.080140,0.716252,3.134995,0.100000,0.000096,-1.396401,1.919902,-2.095175,-1.571182,-0.000048
-1.080136,0.716252,3.135015,0.100001,0.000060,-1.396401,1.919902,-2.095211,-1.571050,-0.000060
-1.080136,0.716252,3.135014,0.100001,0.000072,-1.396413,1.919866,-2.095031,-1.571254,-0.000131
-1.080136,0.716252,3.135014,0.100001,0.000048,-1.396377,1.919866,-2.094983,-1.571086,-0.000144
-1.080136,0.716252,3.135013,0.100002,0.000024,-1.396401,1.919842,-2.095103,-1.571194,-0.000192
-1.080136,0.716252,3.135013,0.100002,0.000060,-1.396401,1.919842,-2.095055,-1.571074,-0.000180
-1.080136,0.716252,3.135013,0.100002,0.000024,-1.396401,1.919794,-2.094983,-1.571194,-0.000287
-1.080136,0.716252,3.134983,0.100001,0.000024,-1.396389,1.919866,-2.094983,-1.571122,-0.000192
-1.080138,0.716252,3.134939,0.100001,0.000096,-1.396413,1.919854,-2.095019,-1.571134,-0.000252
-1.080140,0.716252,3.134896,0.100001,0.000096,-1.396354,1.919830,-2.095091,-1.571086,-0.000180
-1.080141,0.716252,3.134937,0.100000,0.000036,-1.396354,1.919758,-2.094995,-1.571086,-0.000215
-1.080142,0.716252,3.134978,0.100000,0.000048,-1.396329,1.919746,-2.094971,-1.571062,-0.000144
-1.080140,0.716252,3.135005,0.099999,0.000084,-1.396258,1.919770,-2.095091,-1.571146,-0.000180
-1.080133,0.716252,3.135025,0.099999,0.000084,-1.396258,1.919710,-2.095103,-1.571110,-0.000108
-1.080127,0.716252,3.135046,0.099999,0.000108,-1.396198,1.919662,-2.094947,-1.571134,-0.000084
-1.080112,0.716252,3.135046,0.099997,0.000072,-1.396150,1.919567,-2.094911,-1.571110,-0.000072
-1.080096,0.716252,3.135056,0.099997,0.000024,-1.396066,1.919530,-2.094839,-1.571074,0.000048
-1.080080,0.716252,3.135066,0.099997,0.000060,-1.396018,1.919446,-2.094935,-1.570978,0.000036
-1.080069,0.716252,3.135098,0.099995,0.000120,-1.395922,1.919387,-2.094731,-1.571074,0.000192
-1.080059,0.716252,3.135130,0.099995,0.000144,-1.395886,1.919279,-2.094767,-1.571026,0.000192
-1.080044,0.716252,3.135164,0.099991,0.000168,-1.395742,1.919099,-2.094971,-1.571062,0.000299
-1.080006,0.716251,3.135294,0.099991,0.000156,-1.395647,1.918932,-2.094899,-1.570978,0.000371
-1.079968,0.716251,3.135424,0.099991,0.000156,-1.395491,1.918777,-2.094863,-1.571074,0.000419
-1.079873,0.716251,3.135385,0.099986,0.000168,-1.395383,1.918609,-2.094803,-1.571002,0.000539
-1.079768,0.716250,3.135396,0.099986,0.000108,-1.395203,1.918321,-2.094623,-1.571134,0.000443
-1.079658,0.716249,3.135383,0.099981,0.000156,-1.395059,1.918166,-2.094695,-1.570942,0.000575
-1.079520,0.716248,3.135452,0.099981,0.000204,-1.394784,1.917842,-2.094432,-1.571122,0.000623
-1.079381,0.716247,3.135522,0.099981,0.000276,-1.394569,1.917531,-2.094504,-1.571050,0.000779
-1.079252,0.716247,3.135631,0.099972,0.000276,-1.394257,1.917100,-2.094360,-1.571206,0.000731
-1.079122,0.716246,3.135741,0.099972,0.000300,-1.393957,1.916765,-2.094396,-1.571062,0.000946
-1.078988,0.716245,3.135821,0.099967,0.000240,-1.393610,1.916262,-2.094252,-1.571122,0.000934
-1.078836,0.716244,3.135926,0.099962,0.000300,-1.393335,1.915915,-2.094192,-1.570990,0.001174
-1.078685,0.716243,3.136030,0.099962,0.000228,-1.392904,1.915316,-2.094072,-1.571194,0.001162
-1.078504,0.716242,3.136004,0.099949,0.000264,-1.392520,1.914957,-2.093952,-1.571122,0.001270
-1.078322,0.716241,3.135983,0.099949,0.000288,-1.392017,1.914323,-2.094024,-1.571086,0.001401
-1.078146,0.716240,3.135987,0.099949,0.000348,-1.391682,1.913772,-2.093868,-1.571026,0.001521
-1.077957,0.716239,3.136103,0.099934,0.000372,-1.391059,1.913114,-2.093916,-1.571122,0.001653
-1.077768,0.716238,3.136219,0.099934,0.000348,-1.390616,1.912634,-2.093736,-1.571026,0.001797
-1.077516,0.716237,3.136250,0.099919,0.000336,-1.389957,1.911772,-2.093604,-1.571098,0.002013
-1.077241,0.716235,3.136390,0.099919,0.000383,-1.389453,1.911102,-2.093460,-1.570954,0.002228
-1.076946,0.716234,3.136448,0.099919,0.000360,-1.388734,1.909869,-2.093185,-1.571110,0.002552
-1.076585,0.716232,3.136679,0.099903,0.000336,-1.388208,1.909067,-2.093017,-1.571110,0.002719
-1.076198,0.716230,3.136814,0.099903,0.000395,-1.387345,1.907953,-2.092837,-1.571230,0.002947
-1.075783,0.716228,3.136874,0.099879,0.000419,-1.386650,1.907164,-2.092621,-1.571122,0.003139
-1.075367,0.716226,3.136963,0.099879,0.000443,-1.385584,1.906122,-2.092178,-1.571158,0.003342
-1.074976,0.716225,3.137282,0.099879,0.000431,-1.384841,1.905176,-2.091914,-1.571098,0.003618
-1.074574,0.716223,3.137650,0.099853,0.000467,-1.383620,1.903763,-2.091302,-1.571194,0.003774
-1.074144,0.716221,3.137885,0.099853,0.000407,-1.382769,1.902709,-2.090931,-1.571098,0.003953
-1.073683,0.716219,3.138000,0.099820,0.000467,-1.381452,1.901129,-2.090511,-1.571122,0.004157
-1.073219,0.716218,3.138115,0.099820,0.000395,-1.380410,1.899992,-2.090403,-1.571146,0.004348
-1.072744,0.716216,3.138283,0.099820,0.000455,-1.379092,1.898160,-2.090103,-1.571074,0.004552
-1.072254,0.716215,3.138514,0.099784,0.000419,-1.378229,1.896688,-2.089948,-1.571134,0.004672
-1.071727,0.716213,3.138575,0.099784,0.000443,-1.376876,1.894652,-2.089755,-1.571086,0.004936
-1.071103,0.716211,3.138770,0.099742,0.000479,-1.375798,1.893264,-2.089468,-1.571098,0.005247
-1.070451,0.716209,3.138857,0.099742,0.000395,-1.374168,1.891276,-2.088988,-1.571134,0.005774
-1.069752,0.716207,3.138975,0.099742,0.000455,-1.372994,1.889780,-2.088641,-1.571134,0.006145
-1.069019,0.716206,3.139235,0.099701,0.000491,-1.371150,1.887565,-2.087873,-1.571134,0.006684
-1.068274,0.716204,3.139442,0.099701,0.000467,-1.369664,1.885949,-2.087310,-1.571098,0.006924
-1.067500,0.716202,3.139802,0.099655,0.000443,-1.367520,1.883243,-2.086890,-1.571098,0.007163
-1.066716,0.716201,3.140119,0.099655,0.000419,-1.366190,1.881363,-2.086638,-1.571050,0.007463
-1.065900,0.716200,3.140492,0.099655,0.000443,-1.364046,1.878538,-2.086123,-1.571086,0.007738
-1.065064,0.716199,3.140963,0.099603,0.000479,-1.362441,1.876539,-2.085739,-1.571038,0.007906
-1.064165,0.716198,3.141304,0.099603,0.000491,-1.360201,1.873486,-2.084996,-1.571122,0.008229
-1.063246,0.716198,3.141736,0.099551,0.000431,-1.358512,1.871211,-2.084204,-1.571074,0.008529
-1.062289,0.716199,3.142023,0.099551,0.000443,-1.355960,1.867895,-2.083389,-1.571122,0.009068
-1.061252,0.716199,3.142411,0.099493,0.000360,-1.354235,1.865596,-2.082897,-1.571050,0.009547
-1.060178,0.716200,3.142614,0.099493,0.000336,-1.351456,1.862040,-2.082155,-1.571158,0.010350
-1.059025,0.716201,3.142796,0.099493,0.000264,-1.349540,1.859454,-2.081471,-1.571038,0.010841
-1.057842,0.716203,3.143143,0.099431,0.000252,-1.346545,1.855659,-2.080356,-1.571062,0.011236
-1.056639,0.716205,3.143415,0.099431,0.000264,-1.344448,1.852930,-2.079864,-1.570942,0.011416
-1.055403,0.716207,3.143847,0.099362,0.000192,-1.341286,1.848774,-2.079061,-1.571074,0.011812
-1.054144,0.716210,3.144173,0.099362,0.000144,-1.339058,1.845734,-2.078462,-1.570906,0.012063
-1.052841,0.716214,3.144485,0.099362,0.000120,-1.335596,1.841197,-2.077131,-1.571026,0.012590
-1.051526,0.716217,3.144884,0.099294,0.000072,-1.333201,1.838036,-2.076447,-1.570930,0.013189
-1.050156,0.716222,3.145032,0.099294,-0.000060,-1.329500,1.833163,-2.075272,-1.571038,0.013944
-1.048709,0.716227,3.145528,0.099221,-0.000120,-1.326936,1.829763,-2.074374,-1.570882,0.014399
-1.047231,0.716233,3.145848,0.099221,-0.000215,-1.323115,1.824639,-2.073007,-1.571026,0.014866
-1.045647,0.716240,3.146298,0.099221,-0.000192,-1.320335,1.820999,-2.072251,-1.571038,0.015082
-1.044034,0.716248,3.146605,0.099146,-0.000215,-1.316059,1.815540,-2.070789,-1.571134,0.015597
-1.042345,0.716256,3.146983,0.099146,-0.000252,-1.313173,1.811697,-2.069638,-1.571014,0.016100
-1.040608,0.716266,3.147575,0.099068,-0.000359,-1.308872,1.805710,-2.068139,-1.571170,0.017046
-1.038831,0.716277,3.147915,0.099068,-0.000371,-1.305829,1.801508,-2.066952,-1.571038,0.017670
-1.037004,0.716289,3.148418,0.099068,-0.000347,-1.301445,1.795115,-2.065537,-1.571146,0.018388
-1.035174,0.716301,3.148851,0.098989,-0.000347,-1.298175,1.790709,-2.064494,-1.571050,0.018688
-1.033274,0.716315,3.149436,0.098989,-0.000467,-1.293132,1.784101,-2.062588,-1.571122,0.019251
-1.031331,0.716331,3.150241,0.098911,-0.000623,-1.289658,1.779383,-2.061377,-1.571122,0.019742
-1.029310,0.716349,3.150635,0.098911,-0.000706,-1.284315,1.772343,-2.059219,-1.571182,0.020533
-1.027196,0.716368,3.151407,0.098834,-0.000839,-1.280602,1.767375,-2.057984,-1.571014,0.021072
-1.025069,0.716389,3.152074,0.098834,-0.001042,-1.275284,1.759892,-2.055994,-1.571074,0.021922
-1.022902,0.716412,3.152700,0.098834,-0.001222,-1.271534,1.754648,-2.054663,-1.571062,0.022509
-1.020698,0.716437,3.153264,0.098759,-0.001401,-1.265952,1.746734,-2.052325,-1.571206,0.023300
-1.018469,0.716464,3.153709,0.098759,-0.001509,-1.261952,1.741059,-2.051006,-1.571146,0.023839
-1.016186,0.716492,3.154440,0.098682,-0.001569,-1.256034,1.732762,-2.048440,-1.571098,0.024582
-1.013836,0.716522,3.154876,0.098682,-0.001664,-1.251938,1.726883,-2.046846,-1.571050,0.025229
-1.011335,0.716556,3.155842,0.098682,-0.001832,-1.245649,1.718335,-2.044172,-1.571158,0.026103
-1.008860,0.716592,3.156586,0.098614,-0.002012,-1.241216,1.712288,-2.042386,-1.571170,0.026702
-1.006299,0.716631,3.157284,0.098614,-0.002264,-1.234640,1.703105,-2.039748,-1.571122,0.027612
-1.003686,0.716672,3.158129,0.098549,-0.002503,-1.230125,1.696676,-2.037878,-1.571170,0.028140
-1.001065,0.716716,3.158840,0.098549,-0.002838,-1.223308,1.687529,-2.035024,-1.571110,0.029062
-0.998405,0.716762,3.159706,0.098549,-0.002971,-1.218769,1.680477,-2.033058,-1.571146,0.029733
-0.995689,0.716812,3.160371,0.098496,-0.003449,-1.212037,1.670192,-2.030061,-1.571038,0.030679
-0.992930,0.716864,3.161135,0.098496,-0.003617,-1.207197,1.663236,-2.027891,-1.571086,0.031314
-0.990101,0.716920,3.161990,0.098451,-0.003928,-1.199974,1.652879,-2.024534,-1.571062,0.032189
-0.987242,0.716979,3.162732,0.098451,-0.004048,-1.194931,1.645576,-2.022435,-1.571158,0.032920
-0.984293,0.717042,3.163833,0.098451,-0.004360,-1.187301,1.634896,-2.018802,-1.571074,0.033962
-0.981337,0.717109,3.164812,0.098416,-0.004659,-1.182127,1.627424,-2.016453,-1.571170,0.034621
-0.978341,0.717179,3.166015,0.098416,-0.005186,-1.174664,1.616122,-2.012976,-1.571050,0.035675
-0.975319,0.717254,3.167115,0.098396,-0.005498,-1.169430,1.608243,-2.010530,-1.571134,0.036418
-0.972250,0.717333,3.168120,0.098396,-0.005869,-1.161512,1.596653,-2.006670,-1.570978,0.037460
-0.969197,0.717415,3.169122,0.098396,-0.006240,-1.156122,1.588679,-2.004104,-1.570978,0.038203
-0.966134,0.717500,3.170006,0.098395,-0.006911,-1.148228,1.576562,-2.000136,-1.571026,0.039389
-0.963011,0.717590,3.171129,0.098395,-0.007270,-1.142778,1.568288,-1.997342,-1.570978,0.040131
-0.959880,0.717683,3.172235,0.098395,-0.007737,-1.134477,1.556135,-1.993122,-1.571122,0.041270
-0.956709,0.717781,3.173487,0.098416,-0.008037,-1.128907,1.547706,-1.990376,-1.571038,0.042048
-0.953517,0.717884,3.174719,0.098416,-0.008528,-1.120606,1.535361,-1.986156,-1.571182,0.043186
-0.950349,0.717990,3.175894,0.098461,-0.008959,-1.115036,1.526847,-1.983351,-1.571134,0.044025
-0.947192,0.718099,3.177046,0.098461,-0.009642,-1.106567,1.514036,-1.979082,-1.571194,0.045187
-0.944025,0.718212,3.178219,0.098461,-0.010169,-1.100913,1.505367,-1.976193,-1.571134,0.046061
-0.940847,0.718330,3.179450,0.098540,-0.010792,-1.092325,1.492495,-1.971637,-1.571158,0.047271
-0.937682,0.718451,3.180765,0.098540,-0.011235,-1.086695,1.483682,-1.968496,-1.571098,0.048122
-0.934529,0.718575,3.182246,0.098649,-0.011906,-1.078502,1.470798,-1.964048,-1.571170,0.049391
-0.931357,0.718706,3.183736,0.098649,-0.012289,-1.072824,1.461961,-1.960943,-1.571170,0.050218
-0.928206,0.718840,3.185209,0.098649,-0.012948,-1.064320,1.449029,-1.956303,-1.571194,0.051620
-0.925089,0.718977,3.186611,0.098788,-0.013534,-1.058750,1.440431,-1.953186,-1.571134,0.052422
-0.921932,0.719120,3.187849,0.098788,-0.014361,-1.050497,1.427559,-1.948570,-1.571146,0.053728
-0.918822,0.719265,3.188722,0.098968,-0.014996,-1.044855,1.418746,-1.945633,-1.571158,0.054699
-0.915769,0.719409,3.190065,0.098968,-0.015775,-1.036495,1.405944,-1.940897,-1.571074,0.056005
-0.912914,0.719549,3.191571,0.098968,-0.016349,-1.030937,1.397287,-1.937648,-1.571170,0.056986
-0.910040,0.719694,3.193089,0.099189,-0.017008,-1.022995,1.384498,-1.933056,-1.571038,0.058388
-0.907272,0.719838,3.194929,0.099189,-0.017511,-1.017749,1.376044,-1.929915,-1.571086,0.059274
-0.904530,0.719985,3.196669,0.099449,-0.018314,-1.010095,1.363662,-1.925479,-1.571098,0.060640
-0.901862,0.720134,3.198313,0.099449,-0.018769,-1.005147,1.355471,-1.922530,-1.571050,0.061646
-0.899180,0.720287,3.199915,0.099449,-0.019571,-0.997577,1.343724,-1.918082,-1.570942,0.063060
-0.896655,0.720435,3.201423,0.099743,-0.020230,-0.992487,1.335939,-1.915144,-1.571086,0.064018
-0.894171,0.720585,3.203091,0.099743,-0.021320,-0.985108,1.324467,-1.910805,-1.571062,0.065564
-0.891693,0.720739,3.204755,0.099743,-0.022026,-0.980293,1.316959,-1.908130,-1.571110,0.066522
-0.889278,0.720893,3.206423,0.100073,-0.023093,-0.973154,1.306169,-1.904018,-1.571038,0.068043
-0.886912,0.721047,3.208104,0.100073,-0.023763,-0.968890,1.298912,-1.901369,-1.571074,0.069086
-0.884626,0.721200,3.210069,0.100449,-0.024818,-0.962661,1.288409,-1.897497,-1.570966,0.070643
-0.882497,0.721347,3.211855,0.100449,-0.025524,-0.958589,1.281667,-1.894955,-1.571014,0.071709
