1.374496,0.079600,0.109410
1.374486,0.079599,0.109408
1.374468,0.079598,0.109405
1.374473,0.079599,0.109407
1.374475,0.079598,0.109405
1.374437,0.079596,0.109399
1.374447,0.079596,0.109400
1.374458,0.079597,0.109403
1.374486,0.079599,0.109407
1.374492,0.079599,0.109409
1.374482,0.079599,0.109408
1.374520,0.079602,0.109415
1.374485,0.079598,0.109407
1.374458,0.079598,0.109404
1.374508,0.079602,0.109413
1.374566,0.079606,0.109424
1.374585,0.079608,0.109427
1.374604,0.079609,0.109430
1.374639,0.079612,0.109438
1.374696,0.079617,0.109449
1.374790,0.079624,0.109467
1.374875,0.079630,0.109481
1.374943,0.079636,0.109495
1.375019,0.079643,0.109511
1.375097,0.079651,0.109528
1.375282,0.079667,0.109564
1.375440,0.079680,0.109595
1.375625,0.079695,0.109630
1.375784,0.079708,0.109661
1.376076,0.079732,0.109717
1.376241,0.079746,0.109750
1.376582,0.079775,0.109817
1.376874,0.079801,0.109876
1.377312,0.079837,0.109961
1.377682,0.079868,0.110033
1.378200,0.079910,0.110132
1.378552,0.079940,0.110202
1.379180,0.079991,0.110322
1.379609,0.080026,0.110404
1.380275,0.080081,0.110533
1.380782,0.080125,0.110635
1.381534,0.080186,0.110780
1.382085,0.080230,0.110885
1.382987,0.080304,0.111059
1.383668,0.080361,0.111193
1.384826,0.080459,0.111422
1.385617,0.080525,0.111577
1.386769,0.080621,0.111803
1.387640,0.080692,0.111971
1.388880,0.080791,0.112209
1.389881,0.080872,0.112403
1.391428,0.080998,0.112703
1.392568,0.081090,0.112923
1.394264,0.081229,0.113254
1.395571,0.081332,0.113504
1.397414,0.081485,0.113869
1.398800,0.081601,0.114144
1.400793,0.081768,0.114540
1.402239,0.081886,0.114824
1.404396,0.082059,0.115243
1.405956,0.082187,0.115551
1.408342,0.082380,0.116019
1.410180,0.082526,0.116376
1.413047,0.082757,0.116939
1.414945,0.082912,0.117316
1.417867,0.083149,0.117895
1.419983,0.083320,0.118313
1.423097,0.083573,0.118933
1.425448,0.083762,0.119398
1.428901,0.084040,0.120085
1.431292,0.084231,0.120559
1.435028,0.084529,0.121302
1.437697,0.084742,0.121833
1.441696,0.085060,0.122630
1.444530,0.085286,0.123198
1.448851,0.085628,0.124062
1.451959,0.085875,0.124687
1.456665,0.086247,0.125632
1.459940,0.086504,0.126291
1.465008,0.086900,0.127310
1.468522,0.087175,0.128019
1.473792,0.087586,0.129084
1.477548,0.087879,0.129846
1.483258,0.088321,0.131003
1.487207,0.088627,0.131806
1.493251,0.089093,0.133038
1.497487,0.089420,0.133905
1.503769,0.089905,0.135196
1.508249,0.090247,0.136114
1.515079,0.090761,0.137510
1.519894,0.091122,0.138496
1.527128,0.091662,0.139980
1.532215,0.092040,0.141024
1.539704,0.092593,0.142566
1.544970,0.092979,0.143650
1.552839,0.093555,0.145275
1.558467,0.093964,0.146439
1.566702,0.094559,0.148146
1.572485,0.094973,0.149344
1.581093,0.095582,0.151124
1.587180,0.096008,0.152382
1.596312,0.096643,0.154272
1.602659,0.097079,0.155584
1.611912,0.097707,0.157494
